row_type,preset_id,case_family,label_hint,source_label,feature,value,dataset_min,dataset_max,percentile,model_probability_malignant,source_url,selection_reason,image_id,patient_id,magnification,relative_path,stratum_median_probability,distance_to_median,tabular_preset_id,image_preset_id,fusion_case_type,tabular_probability_malignant,image_probability_malignant
image_preset,image-malignant-40x-representative,image,malignant,,,,,,,0.9713951349258424,,Correct held-out malignant 40X prediction nearest to the stratum median malignant probability (0.971395).,malignant-40x-representative,SOB_M_PC-14-19440,40X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/40X/malignant/SOB_M_PC-14-19440-40-002.png,0.9713951349258424,0.0,,,,,
image_preset,image-malignant-100x-representative,image,malignant,,,,,,,0.9873773455619812,,Correct held-out malignant 100X prediction nearest to the stratum median malignant probability (0.987662).,malignant-100x-representative,SOB_M_DC-14-11520,100X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/100X/malignant/SOB_M_DC-14-11520-100-017.png,0.9876623749732971,0.00028502941131591797,,,,,
image_preset,image-malignant-200x-representative,image,malignant,,,,,,,0.9874733686447144,,Correct held-out malignant 200X prediction nearest to the stratum median malignant probability (0.987473).,malignant-200x-representative,SOB_M_DC-14-17915,200X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/200X/malignant/SOB_M_DC-14-17915-200-010.png,0.9874733686447144,0.0,,,,,
image_preset,image-malignant-400x-representative,image,malignant,,,,,,,0.978367269039154,,Correct held-out malignant 400X prediction nearest to the stratum median malignant probability (0.978367).,malignant-400x-representative,SOB_M_PC-14-19440,400X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/400X/malignant/SOB_M_PC-14-19440-400-028.png,0.978367269039154,0.0,,,,,
fusion_preset,fusion-concordant-benign,fusion,benign,,,,,,,0.08036334932330647,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,benign-100x-representative,,,,,,tabular-typical-benign,image-benign-100x-representative,concordant,0.1606396734714508,8.702517516212538e-05
fusion_preset,fusion-concordant-malignant,fusion,malignant,,,,,,,0.9835618436336517,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,malignant-100x-representative,,,,,,tabular-typical-malignant,image-malignant-100x-representative,concordant,0.9797463417053223,0.9873773455619812
fusion_preset,fusion-discordant-benign-tabular-malignant-image,fusion,benign,,,,,,,0.574008509516716,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,malignant-100x-representative,,,,,,tabular-typical-benign,image-malignant-100x-representative,discordant,0.1606396734714508,0.9873773455619812
fusion_preset,fusion-discordant-malignant-tabular-benign-image,fusion,malignant,,,,,,,0.4899166834402422,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,benign-100x-representative,,,,,,tabular-typical-malignant,image-benign-100x-representative,discordant,0.9797463417053223,8.702517516212538e-05
fusion_preset,fusion-borderline-with-benign-image,fusion,borderline,,,,,,,0.3370524954843859,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,benign-100x-representative,,,,,,tabular-borderline-suspicious,image-benign-100x-representative,borderline,0.6740179657936096,8.702517516212538e-05
fusion_preset,fusion-borderline-with-malignant-image,fusion,borderline,,,,,,,0.8306976556777954,,Synthetic demo case built from independent tabular and image datasets; probability uses the app's current late-fusion mean.,malignant-100x-representative,,,,,,tabular-borderline-suspicious,image-malignant-100x-representative,borderline,0.6740179657936096,0.9873773455619812
